row_id,speaker_id,sentence_id,repetition_index,token_index,phoneme_label,wav_path,onset,offset,start_frame,stop_frame
5177,AR,FRcorp25,1,12,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp25.wav,1.2,1.35,60,68
5178,AR,FRcorp25,1,13,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp25.wav,1.35,1.42,67,71
5179,AR,FRcorp25,1,14,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp25.wav,1.42,1.47,71,74
5180,AR,FRcorp26,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.41,0.52,20,26
5181,AR,FRcorp26,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.52,0.61332,26,31
5182,AR,FRcorp26,1,4,k,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.61332,0.72,30,36
5183,AR,FRcorp26,1,5,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.72,0.81,36,41
5184,AR,FRcorp26,1,6,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.81,0.88469,40,45
5185,AR,FRcorp26,1,7,k,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.88469,0.98,44,49
5186,AR,FRcorp26,1,8,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,0.98,1.07,49,54
5187,AR,FRcorp26,1,9,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.07,1.14105,53,58
5188,AR,FRcorp26,1,10,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.14105,1.19,57,60
5189,AR,FRcorp26,1,11,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.19,1.25,59,63
5190,AR,FRcorp26,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.25,1.28,62,64
5191,AR,FRcorp26,1,13,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.28,1.31,64,66
5192,AR,FRcorp26,1,14,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.31,1.45,65,73
5193,AR,FRcorp26,1,15,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.45,1.49,72,75
5194,AR,FRcorp26,1,16,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp26.wav,1.49,1.57,74,79
5195,AR,FRcorp27,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,0.46,0.61,23,31
5196,AR,FRcorp27,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,0.61,0.69,30,35
5197,AR,FRcorp27,1,4,l,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,0.69,0.77753,34,39
5198,AR,FRcorp27,1,5,u,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,0.77753,0.88,38,44
5199,AR,FRcorp27,1,6,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,0.88,1.02083,44,52
5200,AR,FRcorp27,1,7,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.02083,1.08,51,54
5201,AR,FRcorp27,1,8,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.08,1.15,54,58
5202,AR,FRcorp27,1,9,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.15,1.18,57,59
5203,AR,FRcorp27,1,10,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.18,1.21,58,61
5204,AR,FRcorp27,1,11,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.21,1.35,60,68
5205,AR,FRcorp27,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.35,1.39,67,70
5206,AR,FRcorp27,1,13,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp27.wav,1.39,1.5,69,75
5207,AR,FRcorp28,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,0.42,0.52,21,26
5208,AR,FRcorp28,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,0.52,0.64,26,32
5209,AR,FRcorp28,1,4,ʒ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,0.64,0.71,32,36
5210,AR,FRcorp28,1,5,ɑ̃,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,0.71,0.83658,35,42
5211,AR,FRcorp28,1,6,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,0.83658,1.0,41,50
5212,AR,FRcorp28,1,7,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.0,1.1,50,55
5213,AR,FRcorp28,1,8,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.1,1.16,55,58
5214,AR,FRcorp28,1,9,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.16,1.23,57,62
5215,AR,FRcorp28,1,10,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.23,1.26,61,63
5216,AR,FRcorp28,1,11,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.26,1.29,63,65
5217,AR,FRcorp28,1,12,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.29,1.43,64,72
5218,AR,FRcorp28,1,13,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.43,1.47,71,74
5219,AR,FRcorp28,1,14,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp28.wav,1.47,1.56594,73,79
5220,AR,FRcorp29,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,0.44409,0.57,22,29
5221,AR,FRcorp29,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,0.57,0.68,28,34
5222,AR,FRcorp29,1,4,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,0.68,0.79649,34,40
5223,AR,FRcorp29,1,5,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,0.79649,0.9,39,45
5224,AR,FRcorp29,1,6,v,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,0.9,0.97524,45,49
5225,AR,FRcorp29,1,7,ɑ̃,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,0.97524,1.09,48,55
5226,AR,FRcorp29,1,8,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.09,1.14,54,57
5227,AR,FRcorp29,1,9,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.14,1.21,56,61
5228,AR,FRcorp29,1,10,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.21,1.24,60,62
5229,AR,FRcorp29,1,11,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.24,1.29,62,65
5230,AR,FRcorp29,1,12,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.29,1.41,64,71
5231,AR,FRcorp29,1,13,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.41,1.46,70,73
5232,AR,FRcorp29,1,14,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp29.wav,1.46,1.55,73,78
5233,AR,FRcorp30,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,0.5,0.62,25,31
5234,AR,FRcorp30,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,0.62,0.76,31,38
5235,AR,FRcorp30,1,5,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,0.79,0.93146,39,47
5236,AR,FRcorp30,1,6,j,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,0.93146,0.97111,46,49
5237,AR,FRcorp30,1,7,ɛ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,0.97111,1.08015,48,55
5238,AR,FRcorp30,1,8,ʁ̥,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.08015,1.16,54,58
5239,AR,FRcorp30,1,9,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.16,1.21,57,61
5240,AR,FRcorp30,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.21,1.28,60,64
5241,AR,FRcorp30,1,11,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.28,1.31,64,66
5242,AR,FRcorp30,1,12,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.31,1.35691,65,68
5243,AR,FRcorp30,1,13,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.35691,1.49,67,75
5244,AR,FRcorp30,1,14,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.49,1.54,74,77
5245,AR,FRcorp30,1,15,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp30.wav,1.54,1.63,77,82
5246,AR,FRcorp31,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,0.51454,0.65,25,33
5247,AR,FRcorp31,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,0.65,0.75,32,38
5248,AR,FRcorp31,1,4,s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,0.75,0.92246,37,47
5249,AR,FRcorp31,1,5,e,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,0.92246,0.97867,46,49
5250,AR,FRcorp31,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,0.97867,1.03352,48,52
5251,AR,FRcorp31,1,7,j,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.03352,1.13,51,57
5252,AR,FRcorp31,1,8,ø,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.13,1.22,56,61
5253,AR,FRcorp31,1,9,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.22,1.28,61,64
5254,AR,FRcorp31,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.28,1.36,64,68
5255,AR,FRcorp31,1,11,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.36,1.39,68,70
5256,AR,FRcorp31,1,12,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.39,1.43,69,72
5257,AR,FRcorp31,1,13,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.43,1.57,71,79
5258,AR,FRcorp31,1,14,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.57,1.62,78,81
5259,AR,FRcorp31,1,15,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp31.wav,1.62,1.66142,81,84
5260,AR,FRcorp32,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,0.49,0.65,24,33
5261,AR,FRcorp32,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,0.65,0.76786,32,39
5262,AR,FRcorp32,1,4,t͡s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,0.76786,0.94193,38,48
5263,AR,FRcorp32,1,5,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,0.94193,1.03,47,52
5264,AR,FRcorp32,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.03,1.09,51,55
5265,AR,FRcorp32,1,7,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.09,1.15196,54,58
5266,AR,FRcorp32,1,8,n,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.15196,1.27,57,64
5267,AR,FRcorp32,1,9,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.27,1.31,63,66
5268,AR,FRcorp32,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.31,1.38,65,69
5269,AR,FRcorp32,1,11,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.38,1.42,69,71
5270,AR,FRcorp32,1,12,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.42,1.45,71,73
5271,AR,FRcorp32,1,13,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.45,1.59,72,80
5272,AR,FRcorp32,1,14,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.59,1.63,79,82
5273,AR,FRcorp32,1,15,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp32.wav,1.63,1.73,81,87
5274,AR,FRcorp33,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.48,0.54,24,27
5275,AR,FRcorp33,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.54,0.64724,27,33
5276,AR,FRcorp33,1,4,p,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.64724,0.74812,32,38
5277,AR,FRcorp33,1,5,u,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.74812,0.83398,37,42
5278,AR,FRcorp33,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.83398,0.88693,41,45
5279,AR,FRcorp33,1,7,ɡ̥,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.88693,0.927,44,47
5280,AR,FRcorp33,1,8,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.927,0.99,46,50
5281,AR,FRcorp33,1,9,b,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,0.99,1.02,49,51
5282,AR,FRcorp33,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.02,1.08872,51,55
5283,AR,FRcorp33,1,11,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.08872,1.15,54,58
5284,AR,FRcorp33,1,12,j,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.15,1.2,57,60
5285,AR,FRcorp33,1,13,ɛ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.2,1.3134,60,66
5286,AR,FRcorp33,1,14,l,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.3134,1.3964,65,70
5287,AR,FRcorp33,1,15,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.3964,1.46,69,73
5288,AR,FRcorp33,1,16,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.46,1.55,73,78
5289,AR,FRcorp33,1,17,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.55,1.58,77,79
5290,AR,FRcorp33,1,18,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.58,1.61,79,81
5291,AR,FRcorp33,1,19,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.61,1.73,80,87
5292,AR,FRcorp33,1,20,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.73,1.77,86,89
5293,AR,FRcorp33,1,21,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp33.wav,1.77,1.80446,88,91
5294,AR,FRcorp34,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,0.53,0.62,26,31
5295,AR,FRcorp34,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,0.62,0.73,31,37
5296,AR,FRcorp34,1,4,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,0.73,0.89,36,45
5297,AR,FRcorp34,1,5,y,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,0.89,0.96,44,48
5298,AR,FRcorp34,1,6,l,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,0.96,1.05,48,53
5299,AR,FRcorp34,1,7,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.05,1.1,52,55
5300,AR,FRcorp34,1,8,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.1,1.17,55,59
5301,AR,FRcorp34,1,9,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.17,1.2,58,60
5302,AR,FRcorp34,1,10,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.2,1.25,60,63
5303,AR,FRcorp34,1,11,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.25,1.39,62,70
5304,AR,FRcorp34,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.39,1.44,69,72
5305,AR,FRcorp34,1,13,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp34.wav,1.44,1.53,72,77
5306,AR,FRcorp35,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.34,0.44,17,22
5307,AR,FRcorp35,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.44,0.56798,22,29
5308,AR,FRcorp35,1,4,ɡ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.56798,0.64106,28,33
5309,AR,FRcorp35,1,5,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.64106,0.73834,32,37
5310,AR,FRcorp35,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.73834,0.79,36,40
5311,AR,FRcorp35,1,7,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.79,0.91,39,46
5312,AR,FRcorp35,1,8,ʒ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.91,0.97899,45,49
5313,AR,FRcorp35,1,9,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,0.97899,1.03,48,52
5314,AR,FRcorp35,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,1.03,1.1,51,55
5315,AR,FRcorp35,1,11,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,1.1,1.13,55,57
5316,AR,FRcorp35,1,12,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,1.13,1.17,56,59
5317,AR,FRcorp35,1,13,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,1.17,1.31,58,66
5318,AR,FRcorp35,1,14,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,1.31,1.35,65,68
5319,AR,FRcorp35,1,15,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp35.wav,1.35,1.44,67,72
5320,AR,FRcorp36,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,0.4575,0.58,22,29
5321,AR,FRcorp36,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,0.58,0.7,28,35
5322,AR,FRcorp36,1,4,ʒ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,0.7,0.79,35,40
5323,AR,FRcorp36,1,5,y,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,0.79,0.85,39,43
5324,AR,FRcorp36,1,6,k,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,0.85,0.9045,42,46
5325,AR,FRcorp36,1,7,s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,0.9045,1.0,45,50
5326,AR,FRcorp36,1,8,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.0,1.05638,50,53
5327,AR,FRcorp36,1,9,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.05638,1.12,52,57
5328,AR,FRcorp36,1,10,p,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.12,1.22,56,61
5329,AR,FRcorp36,1,11,o,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.22,1.3,61,65
5330,AR,FRcorp36,1,12,z,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.3,1.37,65,69
5331,AR,FRcorp36,1,13,e,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.37,1.46,68,73
5332,AR,FRcorp36,1,14,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.46,1.51,73,76
5333,AR,FRcorp36,1,15,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/AR/ar_fra_list1_FRcorp36.wav,1.51,1.59,75,80
